name;doi;citation
scrubr;"10.1371/journal.pone.0202548";Abdala-Roberts, L., Galmán, A., Petry, W. K., Covelo, F., de la Fuente, M., Glauser, G., & Moreira, X. (2018). Interspecific variation in leaf functional and defensive traits in oak species and its underlying climatic drivers. PLOS ONE, 13(8), e0202548. <https://doi.org/10.1371/journal.pone.0202548>"
rotl;"10.1111/geb.12748";"Barneche, D. R., Burgess, S. C., & Marshall, D. J. (2018). Global environmental drivers of marine fish egg size. Global Ecology and Biogeography, 27(8), 890–898. <https://doi.org/10.1111/geb.12748>"
visdat;;"Tierney, N. J., & Cook, D. H. (2018). Expanding tidy data principles to facilitate missing data exploration, visualization and assessment of imputations. arXiv preprint arXiv:1809.02264. <https://arxiv.org/abs/1809.02264>"
rnoaa;;"Dezordi, M. L., Hölbig, C. A., Pavan, W., & Fernandes, J. M. C. An R package to access climate change data for South America regionalized by the Eta Model of CPTEC/INPE. <https://www.researchgate.net/profile/Carlos_Holbig/publication/327078798_An_R_package_to_access_climate_change_data_for_South_America_regionalized_by_the_Eta_Model_of_CPTECINPE/links/5b770844299bf1d5a70e95ba/An-R-package-to-access-climate-change-data-for-South-America-regionalized-by-the-Eta-Model-of-CPTEC-INPE.pdf>"
rentrez;"10.1038/s41467-018-06119-y";"Yángüez, E., Hunziker, A., Dobay, M. P., Yildiz, S., Schading, S., Elshina, E., … Stertz, S. (2018). Phosphoproteomic-based kinase profiling early in influenza virus infection identifies GRK2 as antiviral drug target. Nature Communications, 9(1). <https://doi.org/10.1038/s41467-018-06119-y>"
plotly;"10.15403/jgld.2014.1121.273.sch";"Schieffer, K. M., Kline, B. P., Harris, L. R., Deiling, S., Koltun, W. A., & Yochum, G. S. (2018). A Differential Host Response to Viral Infection Defines a Subset of Earlier-Onset Diverticulitis Patients. J Gastrointestin Liver Dis, 27(3), 249-255. <https://doi.org/10.15403/jgld.2014.1121.273.sch>"
plotly;"10.1002/prca.20180007";"Longuespée, R., Kriegsmann, K., Cremer, M., Zgorzelski, C., Casadonte, R., Kazdal, D., … Kriegsmann, M. (2018). In MALDI mass spectrometry imaging on formalin-fixed paraffin-embedded tissue specimen section thickness significantly influences m/z peak intensity. PROTEOMICS - Clinical Applications, 1800074. <https://doi.org/10.1002/prca.20180007>"
taxize;;"Niedballa, J. (2018). Managing and Analysing Camera Trapping Data: An Advanced Toolbox (Doctoral dissertation). <https://refubium.fu-berlin.de/bitstream/handle/fub188/22961/Dissertation_Niedballa.pdf?sequence=3&isAllowed=y>"
plotly;"10.1186/s40880-018-0326-8";"Tong, M., Deng, Z., Yang, M., Xu, C., Zhang, X., Zhang, Q., … Liu, Q. (2018). Transcriptomic but not genomic variability confers phenotype of breast cancer stem cells. Cancer Communications, 38(1). <https://doi.org/10.1186/s40880-018-0326-8>"
textreuse;;"Carroll, M.J. (2018). Changes in media coverage of GCSEs from 1988 to 2017. Cambridge Assessment Research Report. Cambridge, UK: Cambridge Assessment. <http://www.cambridgeassessment.org.uk/Images/504456-changes-in-media-coverage-of-gcses-from-1988-to-2017.pdf>"
stplanr;;"Lovelace, R orcid.org/0000-0001-5679-6536 and Morgan, M (2018) Using Geocomputation to explore the active travel impacts of new roads and railways. In: GISRUK 2018 Conference Proceedings. GISRUK 2018 - 26th Annual GIScience Research UK Conference, 18-20 Apr 2018, Leicester, UK. GISRUK <http://eprints.whiterose.ac.uk/135895/1/GISRUK2018_Contribution_121.pdf>"
taxize;"10.1007/s10531-018-1631-x";Morzaria-Luna, H. N., Cruz-Piñón, G., Brusca, R. C., López-Ortiz, A. M., Moreno-Báez, M., Reyes-Bonilla, H., & Turk-Boyer, P. (2018). Biodiversity hotspots are not congruent with conservation areas in the Gulf of California. Biodiversity and Conservation. <https://doi.org/10.1007/s10531-018-1631-x>"
osmdata;"10.1029/2018wr023279";"Hawker, L., Rougier, J., Neal, J., Bates, P., Archer, L., & Yamazaki, D. (2018). Implications of Simulating Global Digital Elevation Models for Flood Inundation Studies. Water Resources Research. <https://doi.org/10.1029/2018wr023279>"
rgbif;"10.1111/geb.12820";"Dallas, T. A., & Hastings, A. (2018). Habitat suitability estimated by niche models is largely unrelated to species abundance. Global Ecology and Biogeography. <https://doi.org/10.1111/geb.12820>"
scrubr;"10.1111/geb.12820";"Dallas, T. A., & Hastings, A. (2018). Habitat suitability estimated by niche models is largely unrelated to species abundance. Global Ecology and Biogeography. <https://doi.org/10.1111/geb.12820>"
tokenizers;;"Gye-Soo, K. 2018. Text Mining and Big Data Analysis in the Relational Database with R. International Journal of Trend in Research and Development. 4(5): 384-386. <http://www.ijtrd.com/papers/IJTRD12170.pdf>"
rotl;"10.1007/s11692-017-9432-9";"Merkling, T., Nakagawa, S., Lagisz, M., & Schwanz, L. E. (2017). Maternal Testosterone and Offspring Sex-Ratio in Birds and Mammals: A Meta-Analysis. Evolutionary Biology, 45(1), 96–104. <https://doi.org/10.1007/s11692-017-9432-9>"
spocc;"10.1186/s12936-018-2500-5";"Pfeffer, D. A., Lucas, T. C. D., May, D., Harris, J., Rozier, J., Twohig, K. A., … Gething, P. W. (2018). malariaAtlas: an R interface to global malariometric data hosted by the Malaria Atlas Project. Malaria Journal, 17(1). <https://doi.org/10.1186/s12936-018-2500-5>"
rgbif;;"Gadelha Jr, L. M., de Siracusa, P. C., Ziviani, A., Dalcin, E. C., Affe, H. M., de Siqueira, M. F., ... & Costa, R. L. (2018). A Survey of e-Biodiversity: Concepts, Practices, and Challenges. arXiv preprint arXiv:1810.00224 <https://arxiv.org/abs/1810.00224>"
lingtypology;;"Kimmelman, V., Klezovich, A., & Moroz, G. (2018). IPSL: A Database of Iconicity Patterns in Sign Languages. Creation and Use. In LREC. <http://vadimkimmelman.com/papers/Kimmelman%20Klezovich%20Moroz%202018%20IPSL.pdf>"
rotl;;"Sánchez, C. A., Becker, D. J., Teitelbaum, C. S., Barriga, P., Brown, L. M., Majewska, A. A., ... & Altizer, S. On the relationship between body condition and parasite infection in wildlife: a review and meta‐analysis. Ecology Letters. <https://onlinelibrary.wiley.com/doi/abs/10.1111/ele.13160>"
plotly;"10.1186/s13104-018-3802-y";"Denecker, T., & Lelandais, G. (2018). Empowering the detection of ChIP-seq “basic peaks” (bPeaks) in small eukaryotic genomes with a web user-interactive interface. BMC Research Notes, 11(1). <https://doi.org/10.1186/s13104-018-3802-y>"
plotly;"10.1186/s13104-018-3809-4";"Wylie, K. M., Blankenship, S. A., Tuuli, M. G., Macones, G. A., & Stout, M. J. (2018). Evaluation of patient- versus provider-collected vaginal swabs for microbiome analysis during pregnancy. BMC Research Notes, 11(1). <https://doi.org/10.1186/s13104-018-3809-4>"
plotly;;"Davydov, Y. Forecasting Retirements: The Case of the New York City Government Workforce. <https://data.bloomberglp.com/company/sites/2/2018/09/retirement-forecasting.pdf>"
plotly;"10.1186/s13024-018-0282-4";"Johnson, E. C. B., Dammer, E. B., Duong, D. M., Yin, L., Thambisetty, M., Troncoso, J. C., … Seyfried, N. T. (2018). Deep proteomic network analysis of Alzheimer’s disease brain reveals alterations in RNA binding proteins and RNA splicing associated with disease. Molecular Neurodegeneration, 13(1). <https://doi.org/10.1186/s13024-018-0282-4>"
plotly;"10.1111/cobi.1323";"Haddaway, N. R., & Westgate, M. J. (2018). Predicting the time needed for environmental systematic reviews and systematic maps. Conservation Biology. <https://doi.org/10.1111/cobi.1323>"
textreuse;"10.22148/16.025";"Schmidt, B. (2018). Stable random projection: lightweight, general-purpose dimensionality reduction for digitized libraries. Journal of Cultural Analytics. <https://doi.org/10.22148/16.025>"
rotl;"10.1086/701069";"Becker, D., Czirják, G., Rynda-Apple, A., & Plowright, R. (2018). Handling stress and sample storage are associated with weaker complement-mediated bactericidal ability in birds but not bats. Physiological and Biochemical Zoology. <https://doi.org/10.1086/701069>"
lingtypology;;"Roettger, T., & Gordon, M. (2017). Methodological issues in the study of word stress correlates. Linguistics Vanguard, 3(1). <http://www.linguistics.ucsb.edu/faculty/gordon/Roettger&Gordon_AcousticMethodologoy.pdf>"
plotly;"10.1038/s41598-018-33272-7";"Kollar, B., Shubin, A., Borges, T. J., Tasigiorgos, S., Win, T. S., Lian, C. G., … Riella, L. V. (2018). Increased levels of circulating MMP3 correlate with severe rejection in face transplantation. Scientific Reports, 8(1). <https://doi.org/10.1038/s41598-018-33272-7>"
tabulizer;"Baquero, O. S., & Machado, G. (2018). Spatiotemporal dynamics and risk factors for human Leptospirosis in Brazil. Scientific Reports, 8(1). doi:10.1038/s41598-018-33381-3";"Baquero, O. S., & Machado, G. (2018). Spatiotemporal dynamics and risk factors for human Leptospirosis in Brazil. Scientific Reports, 8(1). <https://doi.org/10.1038/s41598-018-33381-3>"
